Name,compass16.sivers.h+.z>1.dx
Comment,COMPASS16 SSA-Sivers h+, z>0.1 (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h+.z>1.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.1269427669584644,1.0,2.0,0.006,0.003,0.008,0.24,0.1,1.0,0.5,0.1,10.0,0.007,0.006,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.2569805089976536,1.0,2.0,0.011,0.008,0.014,0.25,0.1,1.0,0.49,0.1,10.0,0.007,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.3564659966250536,1.0,2.0,0.018,0.014,0.022,0.25,0.1,1.0,0.47,0.1,10.0,0.009,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.3892443989449805,1.0,2.0,0.028,0.022,0.035,0.26,0.1,1.0,0.44,0.1,10.0,0.012,0.003,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.4966629547095767,1.0,2.0,0.043,0.035,0.055,0.27,0.1,1.0,0.43,0.1,10.0,0.017,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.70293863659264,1.0,2.0,0.07,0.055,0.105,0.28,0.1,1.0,0.41,0.1,10.0,0.027,0.005,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.6,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,1.9026297590440449,1.0,2.0,0.11,0.105,0.145,0.29,0.1,1.0,0.4,0.1,10.0,0.029,0.017,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.118962010041709,2.0,2.5,0.02,0.014,0.022,0.24,0.1,1.0,0.52,0.1,10.0,-0.004,0.022,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.2045407685048604,2.0,2.5,0.029,0.022,0.035,0.24,0.1,1.0,0.51,0.1,10.0,0.012,0.01,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.222611077089287,2.0,2.5,0.045,0.035,0.055,0.25,0.1,1.0,0.48,0.1,10.0,0.012,0.009,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
